station,valid,tmpf,dwpf,relh,drct,sknt,p01i,alti,mslp,vsby,gust,skyc1,skyc2,skyc3,skyc4,skyl1,skyl2,skyl3,skyl4,wxcodes,ice_accretion_1hr,ice_accretion_3hr,ice_accretion_6hr,peak_wind_gust,peak_wind_drct,peak_wind_time,feel,metar,snowdepth
EWR,2023-01-15 12:51,42.00,21.00,42.62,340.00,16.00,0.00,30.01,1016.20,10.00,M,FEW,FEW,SCT,M,8000.00,18000.00,25000.00,M,M,M,M,M,27.00,330.00,2023-01-15 12:15,33.58,KEWR 151751Z 34016KT 10SM FEW080 FEW180 SCT250 06/M06 A3001 RMK AO2 PK WND 33027/1715 SLP162 T00561061 10056 20000 58009 $,M
EWR,2023-01-15 13:51,45.00,19.00,35.02,350.00,16.00,0.00,29.99,1015.50,10.00,24.00,FEW,SCT,SCT,M,8000.00,18000.00,25000.00,M,M,M,M,M,30.00,320.00,2023-01-15 13:37,37.36,KEWR 151851Z 35016G24KT 10SM FEW080 SCT180 SCT250 07/M07 A2999 RMK AO2 PK WND 32030/1837 SLP155 T00721072 $,M
EWR,2023-01-15 14:51,45.00,16.00,30.77,350.00,18.00,0.00,29.98,1015.00,10.00,28.00,FEW,FEW,SCT,M,8000.00,20000.00,25000.00,M,M,M,M,M,29.00,360.00,2023-01-15 14:13,36.86,KEWR 151951Z 35018G28KT 10SM FEW080 FEW200 SCT250 07/M09 A2998 RMK AO2 PK WND 36029/1913 SLP150 T00721089 $,M
EWR,2023-01-15 15:51,45.00,12.90,26.87,350.00,17.00,0.00,29.98,1015.10,10.00,25.00,FEW,FEW,SCT,M,8500.00,20000.00,25000.00,M,M,M,M,M,28.00,350.00,2023-01-15 15:25,37.11,KEWR 152051Z 35017G25KT 10SM FEW085 FEW200 SCT250 07/M11 A2998 RMK AO2 PK WND 35028/2025 SLP151 T00721106 55010 $,M
EWR,2023-01-15 16:51,44.00,16.00,31.85,350.00,19.00,0.00,30.00,1015.80,10.00,M,FEW,FEW,SCT,M,9000.00,20000.00,25000.00,M,M,M,M,M,28.00,350.00,2023-01-15 15:55,35.44,KEWR 152151Z 35019KT 10SM FEW090 FEW200 SCT250 07/M09 A3000 RMK AO2 PK WND 35028/2055 SLP158 T00671089 $,M
EWR,2023-01-15 17:51,42.00,18.00,37.49,360.00,14.00,0.00,30.01,1016.30,10.00,19.00,FEW,FEW,SCT,M,9500.00,20000.00,25000.00,M,M,M,M,M,M,M,M,34.18,KEWR 152251Z 36014G19KT 10SM FEW095 FEW200 SCT250 06/M08 A3001 RMK AO2 SLP163 T00561078 $,M
EWR,2023-01-15 18:51,39.00,18.00,42.28,350.00,13.00,0.00,30.02,1016.60,10.00,M,FEW,SCT,SCT,M,9500.00,20000.00,25000.00,M,M,M,M,M,M,M,M,30.54,KEWR 152351Z 35013KT 10SM FEW095 SCT200 SCT250 04/M08 A3002 RMK AO2 SLP166 T00391078 10078 20039 51015 $,M
EWR,2023-01-15 19:51,37.00,14.00,38.44,340.00,13.00,0.00,30.02,1016.60,10.00,M,FEW,SCT,SCT,M,10000.00,20000.00,25000.00,M,M,M,M,M,M,M,M,27.97,KEWR 160051Z 34013KT 10SM FEW100 SCT200 SCT250 03/M10 A3002 RMK AO2 SLP166 T00281100 $,M
EWR,2023-01-15 20:51,36.00,12.00,36.62,350.00,13.00,0.00,30.01,1016.20,10.00,M,FEW,FEW,M,M,20000.00,25000.00,M,M,M,M,M,M,M,M,M,26.69,KEWR 160151Z 35013KT 10SM FEW200 FEW250 02/M11 A3001 RMK AO2 SLP162 T00221111 $,M
EWR,2023-01-15 21:51,35.00,12.00,37.95,360.00,17.00,0.00,30.01,1016.10,10.00,24.00,FEW,FEW,M,M,9000.00,25000.00,M,M,M,M,M,M,28.00,350.00,2023-01-15 21:30,24.14,KEWR 160251Z 36017G24KT 10SM FEW090 FEW250 02/M11 A3001 RMK AO2 PK WND 35028/0230 SLP161 T00171111 58005 $,M
EWR,2023-01-15 22:51,33.00,12.90,42.77,360.00,14.00,0.00,30.02,1016.30,10.00,M,FEW,M,M,M,9000.00,M,M,M,M,M,M,M,M,M,M,22.58,KEWR 160351Z 36014KT 10SM FEW090 01/M11 A3002 RMK AO2 SLP163 T00061106 $,M
EWR,2023-01-15 23:51,33.00,12.90,42.77,350.00,12.00,0.00,30.01,1016.00,10.00,M,FEW,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,23.40,KEWR 160451Z 35012KT 10SM FEW080 01/M11 A3001 RMK AO2 SLP160 T00061106 400780000 $,M
EWR,2023-01-16 00:51,32.00,12.90,44.70,350.00,12.00,0.00,29.99,1015.50,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,22.00,KEWR 160551Z 35012KT 10SM FEW060 00/M11 A2999 RMK AO2 SLP155 T00001106 10039 20000 58005 $,M
EWR,2023-01-16 01:51,30.90,12.90,46.74,330.00,11.00,0.00,29.99,1015.60,10.00,M,FEW,M,M,M,6000.00,M,M,M,M,M,M,M,M,M,M,21.08,KEWR 160651Z 33011KT 10SM FEW060 M01/M11 A2999 RMK AO2 SLP156 T10061106 $,M
EWR,2023-01-16 02:51,30.00,12.90,48.48,340.00,13.00,0.00,30.00,1015.90,10.00,M,FEW,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,19.01,KEWR 160751Z 34013KT 10SM FEW065 M01/M11 A3000 RMK AO2 SLP159 T10111106 $,M
EWR,2023-01-16 03:51,28.90,12.90,50.70,320.00,11.00,0.00,30.00,1015.70,10.00,M,FEW,M,M,M,7000.00,M,M,M,M,M,M,M,M,M,M,18.55,KEWR 160851Z 32011KT 10SM FEW070 M02/M11 A3000 RMK AO2 SLP157 T10171106 50002 $,M
EWR,2023-01-16 04:51,28.90,12.90,50.70,330.00,11.00,0.00,30.00,1015.70,10.00,M,SCT,M,M,M,6500.00,M,M,M,M,M,M,M,M,M,M,18.55,KEWR 160951Z 33011KT 10SM SCT065 M02/M11 A3000 RMK AO2 SLP157 T10171106 $,M
EWR,2023-01-16 05:51,28.90,12.00,48.72,320.00,11.00,0.00,29.99,1015.30,10.00,M,FEW,FEW,SCT,M,3400.00,4800.00,10000.00,M,M,M,M,M,M,M,M,18.55,KEWR 161051Z 32011KT 10SM FEW034 FEW048 SCT100 M02/M11 A2999 RMK AO2 SLP153 T10171111 $,M
EWR,2023-01-16 06:51,28.90,12.00,48.72,330.00,9.00,0.00,29.98,1015.20,10.00,M,FEW,SCT,M,M,3400.00,6000.00,M,M,M,M,M,M,M,M,M,19.66,KEWR 161151Z 33009KT 10SM FEW034 SCT060 M02/M11 A2998 RMK AO2 SLP152 T10171111 10000 21017 58005 $,M
EWR,2023-01-16 07:51,30.00,12.00,46.59,330.00,10.00,0.00,29.98,1015.20,10.00,M,FEW,FEW,SCT,M,3500.00,6000.00,12000.00,M,M,M,M,M,M,M,M,20.46,KEWR 161251Z 33010KT 10SM FEW035 FEW060 SCT120 M01/M11 A2998 RMK AO2 SLP152 T10111111 $,M
EWR,2023-01-16 08:51,33.00,10.90,39.14,340.00,9.00,0.00,29.97,1014.70,10.00,M,FEW,FEW,M,M,4000.00,7000.00,M,M,M,M,M,M,M,M,M,24.88,KEWR 161351Z 34009KT 10SM FEW040 FEW070 01/M12 A2997 RMK AO2 SLP147 T00061117 $,M
EWR,2023-01-16 09:51,35.00,10.90,36.14,330.00,11.00,0.00,29.96,1014.30,10.00,M,FEW,FEW,FEW,M,4000.00,7000.00,20000.00,M,M,M,M,M,M,M,M,26.38,KEWR 161451Z 33011KT 10SM FEW040 FEW070 FEW200 02/M12 A2996 RMK AO2 SLP143 T00171117 58009 $,M
EWR,2023-01-16 10:51,37.00,10.90,33.52,350.00,6.00,0.00,29.93,1013.40,10.00,M,FEW,FEW,FEW,M,4000.00,10000.00,25000.00,M,M,M,M,M,M,M,M,31.55,KEWR 161551Z 35006KT 10SM FEW040 FEW100 FEW250 03/M12 A2993 RMK AO2 SLP134 T00281117 $,M
EWR,2023-01-16 11:51,41.00,10.90,28.67,280.00,5.00,0.00,29.88,1011.80,10.00,M,FEW,FEW,FEW,M,5000.00,10000.00,25000.00,M,M,M,M,M,M,M,M,37.08,KEWR 161651Z 28005KT 10SM FEW050 FEW100 FEW250 05/M12 A2988 RMK AO2 SLP118 T00501117 $,M
EWR,2023-01-16 12:51,47.00,8.10,20.19,310.00,7.00,0.00,29.84,1010.30,10.00,M,FEW,FEW,FEW,M,5000.00,11000.00,25000.00,M,M,M,M,M,M,M,M,42.94,KEWR 161751Z 31007KT 10SM FEW050 FEW110 FEW250 08/M13 A2984 RMK AO2 SLP103 T00831133 10083 21017 58040 $,M
EWR,2023-01-16 13:51,50.00,6.00,16.42,300.00,12.00,0.00,29.81,1009.20,10.00,19.00,FEW,FEW,FEW,M,5000.00,12000.00,25000.00,M,M,M,M,M,M,M,M,50.00,KEWR 161851Z 30012G19KT 10SM FEW050 FEW120 FEW250 10/M14 A2981 RMK AO2 SLP092 T01001144 $,M
EWR,2023-01-16 14:51,51.00,6.00,15.76,280.00,12.00,0.00,29.79,1008.80,10.00,20.00,FEW,FEW,FEW,M,5000.00,12000.00,25000.00,M,M,M,M,M,M,M,M,51.10,KEWR 161951Z 28012G20KT 10SM FEW050 FEW120 FEW250 11/M14 A2979 RMK AO2 SLP088 T01061144 $,M
EWR,2023-01-16 15:51,50.00,5.00,15.61,310.00,11.00,0.00,29.80,1008.90,10.00,19.00,FEW,FEW,SCT,M,6000.00,12000.00,25000.00,M,M,M,M,M,M,M,M,50.00,KEWR 162051Z 31011G19KT 10SM FEW060 FEW120 SCT250 10/M15 A2980 RMK AO2 SLP089 T01001150 55014 $,M
EWR,2023-01-16 16:51,47.00,5.00,17.54,320.00,11.00,0.00,29.79,1008.80,10.00,M,FEW,FEW,SCT,M,6000.00,12000.00,25000.00,M,M,M,M,M,M,M,M,41.30,KEWR 162151Z 32011KT 10SM FEW060 FEW120 SCT250 08/M15 A2979 RMK AO2 SLP088 T00831150 $,M
EWR,2023-01-16 17:51,45.00,7.00,20.64,300.00,5.00,0.00,29.80,1009.10,10.00,M,FEW,FEW,M,M,10000.00,25000.00,M,M,M,M,M,M,M,M,M,41.83,KEWR 162251Z 30005KT 10SM FEW100 FEW250 07/M14 A2980 RMK AO2 SLP091 T00721139 $,M
EWR,2023-01-16 18:51,44.00,7.00,21.36,280.00,9.00,0.00,29.80,1009.10,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,38.56,KEWR 162351Z 28009KT 10SM FEW250 07/M14 A2980 RMK AO2 SLP091 T00671139 10106 20067 53002 $,M
EWR,2023-01-16 19:51,43.00,8.10,23.42,300.00,8.00,0.00,29.81,1009.20,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,37.66,KEWR 170051Z 30008KT 280V060 10SM FEW250 06/M13 A2981 RMK AO2 SLP092 T00611133 $,M
EWR,2023-01-16 20:51,42.00,9.00,25.24,310.00,10.00,0.00,29.80,1009.10,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,35.63,KEWR 170151Z 31010KT 10SM FEW250 06/M13 A2980 RMK AO2 SLP091 T00561128 $,M
EWR,2023-01-16 21:51,41.00,10.90,28.67,290.00,10.00,0.00,29.82,1009.50,10.00,18.00,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,34.25,KEWR 170251Z 29010G18KT 10SM FEW250 05/M12 A2982 RMK AO2 SLP095 T00501117 53004 $,M
EWR,2023-01-16 22:51,39.00,14.00,35.54,320.00,5.00,0.00,29.80,1009.10,10.00,M,FEW,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,34.71,KEWR 170351Z 32005KT 10SM FEW250 04/M10 A2980 RMK AO2 SLP091 T00391100 $,M
EWR,2023-01-16 23:51,37.00,15.10,40.34,M,5.00,0.00,29.80,1008.90,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,32.33,KEWR 170451Z VRB05KT 10SM BKN250 03/M09 A2980 RMK AO2 SLP089 T00281094 401061017 $,M
EWR,2023-01-17 00:51,37.00,14.00,38.44,270.00,4.00,0.00,29.79,1008.60,10.00,M,FEW,BKN,M,M,20000.00,25000.00,M,M,M,M,M,M,M,M,M,33.26,KEWR 170551Z 27004KT 10SM FEW200 BKN250 03/M10 A2979 RMK AO2 SLP086 T00281100 10067 20017 56009 $,M
EWR,2023-01-17 01:51,36.00,14.00,39.99,290.00,4.00,0.00,29.79,1008.60,10.00,M,SCT,BKN,M,M,20000.00,25000.00,M,M,M,M,M,M,M,M,M,32.09,KEWR 170651Z 29004KT 10SM SCT200 BKN250 02/M10 A2979 RMK AO2 SLP086 T00221100 $,M
EWR,2023-01-17 02:51,36.00,12.90,38.10,250.00,6.00,0.00,29.78,1008.50,10.00,M,FEW,BKN,M,M,20000.00,25000.00,M,M,M,M,M,M,M,M,M,30.35,KEWR 170751Z 25006KT 10SM FEW200 BKN250 02/M11 A2978 RMK AO2 SLP085 T00221106 $,M
EWR,2023-01-17 03:51,32.00,14.00,46.92,210.00,6.00,0.00,29.78,1008.20,10.00,M,BKN,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,25.53,KEWR 170851Z 21006KT 10SM BKN250 00/M10 A2978 RMK AO2 SLP082 T00001100 58004 $,M
EWR,2023-01-17 04:51,35.00,14.00,41.44,M,3.00,0.00,29.76,1007.70,10.00,M,SCT,M,M,M,25000.00,M,M,M,M,M,M,M,M,M,M,32.23,KEWR 170951Z VRB03KT 10SM SCT250 02/M10 A2976 RMK AO2 SLP077 T00171100 $,M
EWR,2023-01-17 05:51,33.00,14.00,44.89,240.00,6.00,0.00,29.77,1008.10,10.00,M,FEW,SCT,M,M,13000.00,25000.00,M,M,M,M,M,M,M,M,M,26.86,KEWR 171051Z 24006KT 10SM FEW130 SCT250 01/M10 A2977 RMK AO2 SLP081 T00061100 $,M
EWR,2023-01-17 06:51,34.00,14.00,43.30,230.00,4.00,0.00,29.77,1007.90,10.00,M,BKN,BKN,M,M,11000.00,25000.00,M,M,M,M,M,M,M,M,M,29.76,KEWR 171151Z 23004KT 10SM BKN110 BKN250 01/M10 A2977 RMK AO2 SLP079 T00111100 10028 21006 56003 $,M
EWR,2023-01-17 07:51,36.00,15.10,41.96,220.00,6.00,0.00,29.77,1008.20,10.00,M,BKN,BKN,BKN,M,11000.00,15000.00,25000.00,M,M,M,M,M,M,M,M,30.35,KEWR 171251Z 22006KT 10SM BKN110 BKN150 BKN250 02/M09 A2977 RMK AO2 SLP082 T00221094 $,M
EWR,2023-01-17 08:51,40.00,12.90,32.70,250.00,6.00,0.00,29.78,1008.20,10.00,M,SCT,BKN,BKN,M,11000.00,18000.00,25000.00,M,M,M,M,M,M,M,M,35.04,KEWR 171351Z 25006KT 10SM SCT110 BKN180 BKN250 04/M11 A2978 RMK AO2 SLP082 T00441106 $,M
EWR,2023-01-17 09:51,42.00,12.90,30.03,250.00,6.00,0.00,29.75,1007.50,10.00,M,SCT,SCT,BKN,M,14000.00,18000.00,25000.00,M,M,M,M,M,M,M,M,37.69,KEWR 171451Z 25006KT 10SM SCT140 SCT180 BKN250 06/M11 A2975 RMK AO2 SLP075 T00561106 58005 $,M
EWR,2023-01-17 10:51,43.00,12.00,27.87,0.00,0.00,0.00,29.73,1006.70,10.00,M,BKN,BKN,BKN,M,12000.00,18000.00,25000.00,M,M,M,M,M,M,M,M,43.00,KEWR 171551Z 00000KT 10SM BKN120 BKN180 BKN250 06/M11 A2973 RMK AO2 SLP067 T00611111,M
EWR,2023-01-17 11:51,45.00,10.90,24.59,230.00,5.00,0.00,29.71,1006.20,10.00,M,BKN,OVC,M,M,10000.00,25000.00,M,M,M,M,M,M,M,M,M,41.83,KEWR 171651Z 23005KT 10SM BKN100 OVC250 07/M12 A2971 RMK AO2 SLP062 T00721117,M
EWR,2023-01-17 12:51,45.00,14.00,28.20,210.00,4.00,0.00,29.67,1004.60,10.00,M,FEW,BKN,OVC,M,5500.00,8000.00,9000.00,M,M,M,M,M,M,M,M,42.60,KEWR 171751Z 21004KT 10SM FEW055 BKN080 OVC090 07/M10 A2967 RMK AO2 PRESFR SLP046 T00721100 10078 20000 58028,M
EWR,2023-01-17 13:51,47.00,15.10,27.54,230.00,5.00,0.00,29.66,1004.30,10.00,M,FEW,BKN,BKN,OVC,6500.00,8500.00,11000.00,25000.00,M,M,M,M,M,M,M,44.09,KEWR 171851Z 23005KT 10SM FEW065 BKN085 BKN110 OVC250 08/M09 A2966 RMK AO2 SLP043 T00831094,M
EWR,2023-01-17 14:51,47.00,16.00,28.64,M,3.00,0.00,29.64,1003.70,10.00,M,BKN,BKN,OVC,M,3400.00,10000.00,25000.00,M,M,M,M,M,M,M,M,45.72,KEWR 171951Z VRB03KT 10SM BKN034 BKN100 OVC250 08/M09 A2964 RMK AO2 SLP037 T00831089,M
EWR,2023-01-17 15:48,46.40,19.40,33.79,210.00,4.00,0.00,29.66,M,10.00,M,BKN,BKN,OVC,M,2800.00,10000.00,25000.00,M,M,M,M,M,M,M,M,44.24,KEWR 172048Z 21004KT 10SM BKN028 BKN100 OVC250 08/M07 A2966 RMK AO2,M
EWR,2023-01-17 15:51,47.00,19.00,32.59,210.00,5.00,0.00,29.65,1004.10,10.00,M,BKN,BKN,OVC,M,2800.00,10000.00,25000.00,M,M,M,M,M,M,M,M,44.09,KEWR 172051Z 21005KT 10SM BKN028 BKN100 OVC250 08/M07 A2965 RMK AO2 SLP041 T00831072 55005,M
EWR,2023-01-17 16:51,47.00,19.00,32.59,220.00,5.00,0.00,29.65,1003.90,10.00,M,SCT,BKN,BKN,BKN,2300.00,3800.00,10000.00,25000.00,M,M,M,M,M,M,M,44.09,KEWR 172151Z 22005KT 10SM SCT023 BKN038 BKN100 BKN250 08/M07 A2965 RMK AO2 SLP039 T00831072,M
EWR,2023-01-17 17:51,47.00,19.00,32.59,230.00,7.00,0.00,29.66,1004.20,10.00,M,SCT,BKN,BKN,BKN,2600.00,3500.00,10000.00,25000.00,M,M,M,M,M,M,M,42.94,KEWR 172251Z 23007KT 10SM SCT026 BKN035 BKN100 BKN250 08/M07 A2966 RMK AO2 SLP042 T00831072,M
EWR,2023-01-17 18:51,47.00,19.90,33.87,230.00,13.00,0.00,29.66,1004.40,10.00,M,SCT,BKN,OVC,M,2800.00,4000.00,10000.00,M,M,M,M,M,M,M,M,40.66,KEWR 172351Z 23013KT 10SM SCT028 BKN040 OVC100 08/M07 A2966 RMK AO2 SLP044 T00831067 10089 20072 53003,M
EWR,2023-01-17 19:51,46.00,23.00,39.96,230.00,9.00,0.00,29.67,1004.50,10.00,M,FEW,OVC,M,M,3000.00,3800.00,M,M,M,M,M,M,M,M,M,40.92,KEWR 180051Z 23009KT 10SM FEW030 OVC038 08/M05 A2967 RMK AO2 SLP045 T00781050,M
EWR,2023-01-17 20:51,46.00,24.10,41.84,240.00,7.00,0.00,29.66,1004.20,10.00,M,FEW,OVC,M,M,3500.00,7500.00,M,M,M,M,M,M,M,M,M,41.84,KEWR 180151Z 24007KT 10SM FEW035 OVC075 08/M04 A2966 RMK AO2 SLP042 T00781044,M
EWR,2023-01-17 21:51,45.00,23.00,41.50,230.00,9.00,0.00,29.66,1004.40,10.00,M,FEW,BKN,M,M,4000.00,8000.00,M,M,M,M,M,M,M,M,M,39.68,KEWR 180251Z 23009KT 10SM FEW040 BKN080 07/M05 A2966 RMK AO2 SLP044 T00721050 55000,M
EWR,2023-01-17 22:51,41.00,26.10,55.07,210.00,5.00,0.00,29.66,1004.20,10.00,M,FEW,BKN,M,M,4000.00,8500.00,M,M,M,M,M,M,M,M,M,37.08,KEWR 180351Z 21005KT 10SM FEW040 BKN085 05/M03 A2966 RMK AO2 SLP042 T00501033,M
EWR,2023-01-17 23:51,40.00,27.00,59.65,210.00,4.00,0.00,29.65,1003.80,10.00,M,SCT,M,M,M,8000.00,M,M,M,M,M,M,M,M,M,M,36.65,KEWR 180451Z 21004KT 10SM SCT080 04/M03 A2965 RMK AO2 SLP038 T00441028 400891006,M
EWR,2023-01-18 00:51,43.00,28.00,55.14,230.00,6.00,0.00,29.64,1003.70,10.00,M,FEW,BKN,M,M,8000.00,11000.00,M,M,M,M,M,M,M,M,M,38.78,KEWR 180551Z 23006KT 10SM FEW080 BKN110 06/M02 A2964 RMK AO2 SLP037 T00611022 10083 20044 56006,M
EWR,2023-01-18 01:51,41.00,30.90,67.03,200.00,7.00,0.01,29.65,1004.10,8.00,M,SCT,BKN,OVC,M,3500.00,5500.00,10000.00,M,RA,M,M,M,M,M,M,35.75,KEWR 180651Z 20007KT 8SM RA SCT035 BKN055 OVC100 05/M01 A2965 RMK AO2 RAB37 SLP041 P0001 T00501006,M
EWR,2023-01-18 02:51,42.00,35.00,76.04,220.00,7.00,0.01,29.65,1004.00,10.00,M,FEW,BKN,BKN,M,3500.00,5500.00,10000.00,M,M,M,M,M,M,M,M,37.09,KEWR 180751Z 22007KT 10SM FEW035 BKN055 BKN100 06/02 A2965 RMK AO2 RAE09 SLP040 P0001 T00560017,M
EWR,2023-01-18 03:51,43.00,36.00,76.12,230.00,9.00,0.00,29.66,1004.20,10.00,M,FEW,BKN,BKN,M,3500.00,5500.00,10000.00,M,M,M,M,M,M,M,M,37.19,KEWR 180851Z 23009KT 10SM FEW035 BKN055 BKN100 06/02 A2966 RMK AO2 SLP042 60002 T00610022 51004,M
EWR,2023-01-18 04:51,43.00,36.00,76.12,220.00,9.00,0.00,29.67,1004.70,10.00,M,SCT,BKN,M,M,6000.00,11000.00,M,M,M,M,M,M,M,M,M,37.19,KEWR 180951Z 22009KT 10SM SCT060 BKN110 06/02 A2967 RMK AO2 SLP047 T00610022,M
EWR,2023-01-18 05:51,43.00,36.00,76.12,240.00,7.00,0.00,29.69,1005.40,10.00,M,BKN,OVC,M,M,6000.00,11000.00,M,M,M,M,M,M,M,M,M,38.19,KEWR 181051Z 24007KT 10SM BKN060 OVC110 06/02 A2969 RMK AO2 SLP054 T00610022,M
EWR,2023-01-18 06:51,42.00,36.00,78.80,230.00,5.00,0.00,29.72,1006.20,10.00,M,BKN,BKN,M,M,4500.00,12000.00,M,M,M,M,M,M,M,M,M,38.39,KEWR 181151Z 23005KT 10SM BKN045 BKN120 06/02 A2972 RMK AO2 SLP062 60002 70002 T00560022 10067 20050 53021,M
EWR,2023-01-18 07:51,48.00,40.00,73.38,280.00,8.00,0.00,29.74,1007.10,10.00,17.00,FEW,SCT,BKN,M,5000.00,7500.00,11000.00,M,M,M,M,M,M,M,M,43.82,KEWR 181251Z 28008G17KT 10SM FEW050 SCT075 BKN110 09/04 A2974 RMK AO2 SLP071 T00890044,M
EWR,2023-01-18 08:51,50.00,39.00,65.75,290.00,10.00,0.00,29.77,1008.00,10.00,M,FEW,SCT,BKN,M,5000.00,7000.00,11000.00,M,M,M,M,M,M,M,M,50.00,KEWR 181351Z 29010KT 10SM FEW050 SCT070 BKN110 10/04 A2977 RMK AO2 SLP080 T01000039,M
EWR,2023-01-18 09:51,52.00,39.00,61.06,290.00,13.00,0.00,29.79,1008.60,10.00,21.00,FEW,FEW,BKN,M,3000.00,6000.00,12000.00,M,M,M,M,M,M,M,M,52.00,KEWR 181451Z 29013G21KT 10SM FEW030 FEW060 BKN120 11/04 A2979 RMK AO2 SLP086 T01110039 51024,M
EWR,2023-01-18 10:51,54.00,36.00,50.42,300.00,18.00,0.00,29.80,1009.00,10.00,26.00,SCT,BKN,M,M,4000.00,7500.00,M,M,M,M,M,M,26.00,290.00,2023-01-18 10:46,54.00,KEWR 181551Z 30018G26KT 10SM SCT040 BKN075 12/02 A2980 RMK AO2 PK WND 29026/1546 SLP090 T01220022,M
EWR,2023-01-18 11:51,56.00,34.00,43.46,300.00,17.00,0.00,29.79,1008.70,10.00,22.00,SCT,M,M,M,4200.00,M,M,M,M,M,M,M,29.00,290.00,2023-01-18 10:53,55.90,KEWR 181651Z 30017G22KT 10SM SCT042 13/01 A2979 RMK AO2 PK WND 29029/1553 SLP087 T01330011,M
EWR,2023-01-18 12:51,55.00,34.00,44.90,320.00,17.00,0.00,29.79,1008.50,10.00,21.00,BKN,M,M,M,4400.00,M,M,M,M,M,M,M,30.00,300.00,2023-01-18 12:17,55.00,KEWR 181751Z 32017G21KT 10SM BKN044 13/01 A2979 RMK AO2 PK WND 30030/1717 SLP085 T01280011 10133 20050 58000,M
EWR,2023-01-18 13:51,56.00,33.00,41.92,310.00,19.00,0.00,29.79,1008.80,10.00,23.00,SCT,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,55.90,KEWR 181851Z 31019G23KT 10SM SCT045 13/01 A2979 RMK AO2 SLP088 T01330006,M
EWR,2023-01-18 14:51,56.00,33.00,41.92,300.00,18.00,0.00,29.81,1009.50,10.00,26.00,SCT,M,M,M,4500.00,M,M,M,M,M,M,M,26.00,310.00,2023-01-18 14:38,55.90,KEWR 181951Z 30018G26KT 10SM SCT045 13/01 A2981 RMK AO2 PK WND 31026/1938 SLP095 T01330006,M
EWR,2023-01-18 15:51,53.00,33.00,46.42,300.00,14.00,0.00,29.85,1010.70,10.00,24.00,SCT,M,M,M,4500.00,M,M,M,M,M,M,M,M,M,M,53.10,KEWR 182051Z 30014G24KT 10SM SCT045 12/01 A2985 RMK AO2 SLP107 T01170006 53021,M
EWR,2023-01-18 16:51,52.00,33.00,48.34,290.00,14.00,0.00,29.88,1011.70,10.00,M,SCT,SCT,M,M,4500.00,7000.00,M,M,M,M,M,M,M,M,M,52.00,KEWR 182151Z 29014KT 10SM SCT045 SCT070 11/01 A2988 RMK AO2 SLP117 T01110006,M
EWR,2023-01-18 17:51,51.00,33.00,49.98,290.00,15.00,0.00,29.91,1012.70,10.00,22.00,SCT,SCT,SCT,M,4500.00,8000.00,25000.00,M,M,M,M,M,M,M,M,51.10,KEWR 182251Z 29015G22KT 10SM SCT045 SCT080 SCT250 11/01 A2991 RMK AO2 SLP127 T01060006,M
EWR,2023-01-18 18:51,50.00,33.00,52.06,300.00,10.00,0.00,29.94,1013.80,10.00,23.00,FEW,FEW,SCT,M,4500.00,8000.00,25000.00,M,M,M,M,M,29.00,290.00,2023-01-18 18:03,50.00,KEWR 182351Z 30010G23KT 10SM FEW045 FEW080 SCT250 10/01 A2994 RMK AO2 PK WND 29029/2303 SLP138 T01000006 10139 20100 53031,M
EWR,2023-01-18 19:51,49.00,34.00,56.23,280.00,10.00,0.00,29.96,1014.50,10.00,M,FEW,FEW,SCT,M,4400.00,8000.00,25000.00,M,M,M,M,M,M,M,M,44.16,KEWR 190051Z 28010KT 10SM FEW044 FEW080 SCT250 09/01 A2996 RMK AO2 SLP145 T00940011,M
EWR,2023-01-18 20:51,47.00,34.00,60.61,230.00,5.00,0.00,29.97,1014.80,10.00,M,FEW,FEW,SCT,M,4500.00,9000.00,25000.00,M,M,M,M,M,M,M,M,44.09,KEWR 190151Z 23005KT 10SM FEW045 FEW090 SCT250 08/01 A2997 RMK AO2 SLP148 T00830011,M
EWR,2023-01-18 21:51,47.00,34.00,60.61,M,4.00,0.00,29.99,1015.60,10.00,M,FEW,SCT,M,M,4000.00,25000.00,M,M,M,M,M,M,M,M,M,44.82,KEWR 190251Z VRB04KT 10SM FEW040 SCT250 08/01 A2999 RMK AO2 SLP156 T00830011 53018,M
EWR,2023-01-18 22:51,46.00,34.00,62.71,270.00,5.00,0.00,30.01,1016.00,10.00,M,FEW,SCT,M,M,3700.00,25000.00,M,M,M,M,M,M,M,M,M,43.02,KEWR 190351Z 27005KT 10SM FEW037 SCT250 08/01 A3001 RMK AO2 SLP160 T00780011,M
